,title,author,image,description
687,The Cat Who Knew Shakespeare,Lilian Jackson Braun,http://images.amazon.com/images/P/0515095826.01.MZZZZZZZ.jpg,"In this mystery in the bestselling Cat Who series, there’s something rotten in the small town of Pickax—at least to the sensitive noses of newspaperman Jim Qwilleran and his Siamese cats Koko and Yum Yum. An accident has claimed the life of the local paper’s eccentric publisher, but to Qwilleran and his feline friends it smells like murder. They soon sniff out a shocking secret, but Koko’s snooping into an unusual edition of Shakespeare may prove CATastrophic... because somewhere in Pickax, a lady loves not wisely but too well, a widow is scandalously merry, and a stranger has a lean and hungry look. The stage is set for Qwilleran, Koko, Yum Yum, and the second act of murder most meow..."
688,Shogun,JAMES CLAVELL,http://images.amazon.com/images/P/0440178002.01.MZZZZZZZ.jpg,"An explorer in seventeenth-century Japan, ambitious Englishman Blackthorne encounters the powerful and power-hungry Lord Toranaga and Catholic convert Lady Mariko. Reissue."
689,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,http://images.amazon.com/images/P/0553210793.01.MZZZZZZZ.jpg,"Huck, in flight from his murderous father, and Jim, in flight from slavery, pilot their raft down the Mississippi River in search of freedom."
690,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,http://images.amazon.com/images/P/3257228007.01.MZZZZZZZ.jpg,"Ein rares Meisterwerk zeitgenössischer Prosa, eine dicht gesponnene, psychologisch raffiniert umgesetzte Erzählung, die an die frühen Stücke von Patricia Highsmith erinnert, in ihrer Kunstfertigkeit aber an die Novellistik großer europäischer Erzähltradition anknüpft."
691,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,http://images.amazon.com/images/P/0375701214.01.MZZZZZZZ.jpg,"A triumphant memoir by the former editor-in-chief of French Elle that reveals an indomitable spirit and celebrates the liberating power of consciousness. In 1995, Jean-Dominique Bauby was the editor-in-chief of French Elle, the father of two young children, a 44-year-old man known and loved for his wit, his style, and his impassioned approach to life. By the end of the year he was also the victim of a rare kind of stroke to the brainstem. After 20 days in a coma, Bauby awoke into a body which had all but stopped working: only his left eye functioned, allowing him to see and, by blinking it, to make clear that his mind was unimpaired. Almost miraculously, he was soon able to express himself in the richest detail: dictating a word at a time, blinking to select each letter as the alphabet was recited to him slowly, over and over again. In the same way, he was able eventually to compose this extraordinary book. By turns wistful, mischievous, angry, and witty, Bauby bears witness to his determination to live as fully in his mind as he had been able to do in his body. He explains the joy, and deep sadness, of seeing his children and of hearing his aged father's voice on the phone. In magical sequences, he imagines traveling to other places and times and of lying next to the woman he loves. Fed only intravenously, he imagines preparing and tasting the full flavor of delectable dishes. Again and again he returns to an ""inexhaustible reservoir of sensations,"" keeping in touch with himself and the life around him. Jean-Dominique Bauby died two days after the French publication of The Diving Bell and the Butterfly. This book is a lasting testament to his life."
692,Critical Mass,Steven Paul Martini,http://images.amazon.com/images/P/0515126489.01.MZZZZZZZ.jpg,"Jocelyn ""Joss"" Cole, a burned-out public defender from L.A., has opted for a quieter life in the San Juan Islands of Washington State. Joss has no significant clients other than a group of commercial fisherman suffering from a strange and serious illness, a condition that doctors cannot diagnose, and which Joss believes has an industrial cause. Then into her office comes Dean Belden, a well-heeled client in search of a lawyer to help him set up a business in the islands. Within days Belden is subpoenaed to appear before a federal grand jury. Less than an hour after testifying, and before Joss can discover what happened in the secrecy of the grand jury room, Belden dies in a fiery explosion of his float plane on Seattle's Lake Union. Gideon Van Ry is a nuclear fission expert and a scholar in residence at the Center for Nonproliferation Studies in Monterey, California. One of his duties is to update the Center's database, an extensive catalog listing fissionable materials and weapons of mass destruction. Gideon is troubled by the apparent failure to account for two small tactical nuclear devices missing from a storage facility in the former Soviet Union.The two weapons were last seen in packing crates, to be shipped to an American company called Belden Electronics. Gideon has been unable to locate this firm, and now he is left with only one possible lead, the lawyer who incorporated the company-Jocelyn Cole. Fraught with tension and suspense, Critical Mass is Steve Martini at his electrifying best. It is the story of what can happen in a world where private hate and public apathy combine to uncork the sleeping but deadly genie of nuclear terror."
693,Skin Tight,Carl Hiaasen,http://images.amazon.com/images/P/0449219410.01.MZZZZZZZ.jpg,"""Good, mean fun...A twisting, high-speed ride on a roller coaster without brakes."" SAN FRANCISCO CHRONICLE Somebody wants Mick Stranahan dead, and the list of possible players is long: the plastic surgeon with the extremely shaky hands, the sleazy lawyer who advertises, the TV host whose taste for sensationalism is exceeded only by his vanity, and the hit man whose skin problems could fill a comprehensive (if bizarre) medical textbook. The whole thing is downright harrowing. It's Hiaasen at his best. And his best is very, very good. A Selection of the Literary Guild, the Doubleday Book Club and the Mystery Guild"
694,Flashback,Nevada Barr,http://images.amazon.com/images/P/0399149759.01.MZZZZZZZ.jpg,"Anna is reading the diaries of an ancestor who lived on her current post, a group of small islands off Key West, when she is interrupted by the explosion of a boat and the discovery of various body parts."
695,Skinny Legs and All,Tom Robbins,http://images.amazon.com/images/P/0553377884.01.MZZZZZZZ.jpg,"An Arab and a Jew open a restaurant together across the street from the United Nations.... It sounds like the beginning of an ethnic joke, but it's the axis around which spins this gutsy, fun-loving, and alarmingly provocative novel, in which a bean can philosophizes, a dessert spoon mystifies, a young waitress takes on the New York art world, and a rowdy redneck welder discovers the lost god of Palestine--while the illusions that obscure humanity's view of the true universe fall away, one by one, like Salome's veils. Skinny Legs and All deals with today's most sensitive issues: race, politics, marriage, art, religion, money, and lust. It weaves lyrically through what some call the ""end days"" of our planet. Refusing to avert its gaze from the horrors of the apocalypse, it also refuses to let the alleged end of the world spoil its mood. And its mood is defiantly upbeat. In the gloriously inventive Tom Robbins style, here are characters, phrases, stories, and ideas that dance together on the page, wild and sexy, like Salome herself. Or was it Jezebel?"
696,The Martian Chronicles,RAY BRADBURY,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,"For use in schools and libraries only. The tranquility of Mars is disrupted by the earthmen who have come to conquer space, colonize the planet, and escape a doomed Earth."
697,Travels With Charley: In Search of America,John Steinbeck,http://images.amazon.com/images/P/0140053204.01.MZZZZZZZ.jpg,"An intimate journey across America, as told by one of its most beloved writers To hear the speech of the real America, to smell the grass and the trees, to see the colors and the light—these were John Steinbeck's goals as he set out, at the age of fifty-eight, to rediscover the country he had been writing about for so many years. With Charley, his French poodle, Steinbeck drives the interstates and the country roads, dines with truckers, encounters bears at Yellowstone and old friends in San Francisco. Along the way he reflects on the American character, racial hostility, the particular form of American loneliness he finds almost everywhere, and the unexpected kindness of strangers."
